,Unnamed: 0,comment_id,status_id,parent_id,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,comment_message_cleaned,hashtags,urls,text_filtered,text_tokenized,text_stemmed,text_original
280,280,1045063055599885_1045199752252882,431918433581020_1045063055599885,1045063055599885_1045171295589061,2017-03-22 16:40:28,0,0,0,0,0,0,0,0,trump says if countries dont spend a certain % of thier GDP on national defence the US along wont protect them n theyll be kicked from NATO..considering the original NATO contract also called for countries to spend a certain ammount on defence wich most countries have been ignoring of late...that huge army next door might be useless,[],[],trump says countries dont spend certain thier GDP national defence US along wont protect theyll kicked NATO considering original NATO contract also called countries spend certain ammount defence wich countries ignoring late huge army next door might useless,"['trump', 'says', 'countries', 'dont', 'spend', 'certain', 'thier', 'GDP', 'national', 'defence', 'US', 'along', 'wont', 'protect', 'theyll', 'kicked', 'NATO', 'considering', 'original', 'NATO', 'contract', 'also', 'called', 'countries', 'spend', 'certain', 'ammount', 'defence', 'wich', 'countries', 'ignoring', 'late', 'huge', 'army', 'next', 'door', 'might', 'useless']","[u'trump', u'say', u'countri', u'dont', u'spend', u'certain', u'thier', u'gdp', u'nation', u'defenc', 'us', u'along', u'wont', u'protect', u'theyll', u'kick', u'nato', u'consid', u'origin', u'nato', u'contract', u'also', u'call', u'countri', u'spend', u'certain', u'ammount', u'defenc', u'wich', u'countri', u'ignor', u'late', u'huge', u'armi', u'next', u'door', u'might', u'useless']",trump says if countries dont spend a certain % of thier GDP on national defence the US along wont protect them n theyll be kicked from NATO..considering the original NATO contract also called for countries to spend a certain ammount on defence wich most countries have been ignoring of late...that huge army next door might be useless
281,281,1045063055599885_1045201188919405,431918433581020_1045063055599885,1045063055599885_1045171295589061,2017-03-22 16:41:23,1,1,0,0,0,0,0,0,"also we need our own defence we cant just lean on nato, if every nato country thought like that none would have a big army wed jsut rely on someone else to spend on an army for us",[],[],also need defence cant lean nato every nato country thought like none would big army wed jsut rely someone else spend army us,"['also', 'need', 'defence', 'cant', 'lean', 'nato', 'every', 'nato', 'country', 'thought', 'like', 'none', 'would', 'big', 'army', 'wed', 'jsut', 'rely', 'someone', 'else', 'spend', 'army', 'us']","[u'also', u'need', u'defenc', u'cant', u'lean', u'nato', u'everi', u'nato', u'countri', u'thought', u'like', u'none', u'would', u'big', u'armi', u'wed', u'jsut', u'reli', u'someon', u'els', u'spend', u'armi', 'us']","also we need our own defence we cant just lean on nato, if every nato country thought like that none would have a big army wed jsut rely on someone else to spend on an army for us"
282,282,1045063055599885_1045357182237139,431918433581020_1045063055599885,1045063055599885_1045171295589061,2017-03-22 21:13:25,0,0,0,0,0,0,0,0,"Are you serious?? We have the largest oceanic borders in the world... We have Russia to our North.. It would be kind of nice if no one just walked in up there.. Duh.. Or east coast? West coast...? Or by air?? Look how many planes we landed when -11 hit.. Don't you think that if another strong ""ugly - evil"" country started flying in we would be ""virtuously powerless"" to stop them ON OUR OWN ... Or are you going to 'ask them nicely to not land here' geeze.... Come on..we need to protect our country ...",[],[],serious largest oceanic borders world Russia North would kind nice one walked Duh east coast West coast air Look many planes landed 11 hit think another strong ugly evil country started flying would virtuously powerless stop going ask nicely land geeze Come need protect country,"['serious', 'largest', 'oceanic', 'borders', 'world', 'Russia', 'North', 'would', 'kind', 'nice', 'one', 'walked', 'Duh', 'east', 'coast', 'West', 'coast', 'air', 'Look', 'many', 'planes', 'landed', '11', 'hit', 'think', 'another', 'strong', 'ugly', 'evil', 'country', 'started', 'flying', 'would', 'virtuously', 'powerless', 'stop', 'going', 'ask', 'nicely', 'land', 'geeze', 'Come', 'need', 'protect', 'country']","[u'serious', u'largest', u'ocean', u'border', u'world', u'russia', u'north', u'would', u'kind', u'nice', u'one', u'walk', u'duh', u'east', u'coast', u'west', u'coast', u'air', u'look', u'mani', u'plane', u'land', '11', u'hit', u'think', u'anoth', u'strong', u'ugli', u'evil', u'countri', u'start', u'fli', u'would', u'virtuous', u'powerless', u'stop', u'go', u'ask', u'nice', u'land', u'geez', u'come', u'need', u'protect', u'countri']","Are you serious?? We have the largest oceanic borders in the world... We have Russia to our North.. It would be kind of nice if no one just walked in up there.. Duh.. Or east coast? West coast...?  Or by air?? Look how many planes we landed when 9-11 hit.. Don't you think that if another strong ""ugly - evil"" country started flying in we would be ""virtuously powerless"" to stop them ON OUR OWN ... Or are you going to 'ask them nicely to not land here' geeze.... Come on..we need to protect our country ..."
283,283,1045063055599885_1045146505591540,431918433581020_1045063055599885,,2017-03-22 15:22:18,1,1,0,0,0,0,0,0,"very shamful and this is what we are recieveing for our tax dollars, no wonder little ever gets accomplished in parliment !!",[],[],shamful recieveing tax dollars wonder little ever gets accomplished parliment,"['shamful', 'recieveing', 'tax', 'dollars', 'wonder', 'little', 'ever', 'gets', 'accomplished', 'parliment']","[u'sham', u'reciev', u'tax', u'dollar', u'wonder', u'littl', u'ever', u'get', u'accomplish', u'parliment']","very shamful and  this is what  we are recieveing for our tax  dollars, no wonder little ever gets accomplished in parliment !!"
284,284,1045063055599885_1045164528923071,431918433581020_1045063055599885,,2017-03-22 15:50:41,1,1,0,0,0,0,0,0,Why not create jobs instead of just handing out money and helping people stay home and live off the backs of the middle class taxes.,[],[],create jobs instead handing money helping people stay home live backs middle class taxes,"['create', 'jobs', 'instead', 'handing', 'money', 'helping', 'people', 'stay', 'home', 'live', 'backs', 'middle', 'class', 'taxes']","[u'creat', u'job', u'instead', u'hand', u'money', u'help', u'peopl', u'stay', u'home', u'live', u'back', u'middl', u'class', u'tax']",Why not create jobs instead of just handing out money and helping people stay home and live off the backs of the middle class taxes.
285,285,1045063055599885_1045160812256776,431918433581020_1045063055599885,,2017-03-22 15:43:41,1,1,0,0,0,0,0,0,Useless leaders we need food water shelter and heat. Work for hours a day for years and you can own your own home you pay taxes on.,[],[],Useless leaders need food water shelter heat Work hours day years home pay taxes,"['Useless', 'leaders', 'need', 'food', 'water', 'shelter', 'heat', 'Work', 'hours', 'day', 'years', 'home', 'pay', 'taxes']","[u'useless', u'leader', u'need', u'food', u'water', u'shelter', u'heat', u'work', u'hour', u'day', u'year', u'home', u'pay', u'tax']",Useless leaders we need food water shelter and heat. Work for 8 hours a day for 30 years and you can own your own home you pay taxes on.
286,286,1045063055599885_1045149688924555,431918433581020_1045063055599885,,2017-03-22 15:28:57,0,0,0,0,0,0,0,0,This is all cut and pasted together ~~~ the peeps sitting n front chance too often ... who's chain are youz all tryin to yank,[],[],cut pasted together peeps sitting front chance often chain youz tryin yank,"['cut', 'pasted', 'together', 'peeps', 'sitting', 'front', 'chance', 'often', 'chain', 'youz', 'tryin', 'yank']","[u'cut', u'past', u'togeth', u'peep', u'sit', u'front', u'chanc', u'often', u'chain', u'youz', u'tryin', u'yank']",This is all cut and pasted together ~~~  the peeps sitting n front chance too often ... who's chain are youz all tryin to yank
287,287,1045063055599885_1045175305588660,431918433581020_1045063055599885,,2017-03-22 16:00:38,1,1,0,0,0,0,0,0,Same old same old!!!! Get the horrendous back log of seniors pension cleared up....over a year waiting !!! This govt is a joke!!,[],[],old old Get horrendous back log seniors pension cleared year waiting govt joke,"['old', 'old', 'Get', 'horrendous', 'back', 'log', 'seniors', 'pension', 'cleared', 'year', 'waiting', 'govt', 'joke']","[u'old', u'old', u'get', u'horrend', u'back', u'log', u'senior', u'pension', u'clear', u'year', u'wait', u'govt', u'joke']",Same old same old!!!! Get the horrendous back log of seniors pension cleared up....over a year waiting !!! This govt is a joke!!
288,288,1045063055599885_1045154158924108,431918433581020_1045063055599885,,2017-03-22 15:38:06,1,1,0,0,0,0,0,0,"What does this have to do with the budget. Facts and figures, not words to waste time. We have lives and bills to pay. Hurry up already!",[],[],budget Facts figures words waste time lives bills pay Hurry already,"['budget', 'Facts', 'figures', 'words', 'waste', 'time', 'lives', 'bills', 'pay', 'Hurry', 'already']","[u'budget', u'fact', u'figur', u'word', u'wast', u'time', u'live', u'bill', u'pay', u'hurri', u'alreadi']","What does this have to do with the budget. Facts and figures, not words to waste time. We have lives and bills to pay. Hurry up already!"
289,289,1045063055599885_1045146528924871,431918433581020_1045063055599885,,2017-03-22 15:22:22,0,0,0,0,0,0,0,0,Did it occur to the Conservatives that we the taayers want to hear this budget!!!!! Why upset is the budget that good for Canadians,[],[],occur Conservatives taayers want hear budget upset budget good Canadians,"['occur', 'Conservatives', 'taayers', 'want', 'hear', 'budget', 'upset', 'budget', 'good', 'Canadians']","[u'occur', u'conserv', u'taayer', u'want', u'hear', u'budget', u'upset', u'budget', u'good', u'canadian']",Did it occur to the Conservatives that we the taxpayers want to hear this budget!!!!! Why upset is the budget that good for Canadians
290,290,1045063055599885_1045143782258479,431918433581020_1045063055599885,,2017-03-22 15:17:04,0,0,0,0,0,0,0,0,Means the military isn't getting any more funding which I mean depends on your views of that's good or bad but I don't think they've covered that part of the budget yet,[],[],Means military getting funding mean depends views good bad think covered part budget yet,"['Means', 'military', 'getting', 'funding', 'mean', 'depends', 'views', 'good', 'bad', 'think', 'covered', 'part', 'budget', 'yet']","[u'mean', u'militari', u'get', u'fund', u'mean', u'depend', u'view', u'good', u'bad', u'think', u'cover', u'part', u'budget', u'yet']",Means the military isn't getting any more funding which I mean depends on your views of that's good or bad but I don't think they've covered that part of the budget yet
291,291,1045063055599885_1045152928924231,431918433581020_1045063055599885,,2017-03-22 15:35:46,6,6,0,0,0,0,0,0,Tell the truth you're using our money to give away to foreign countrys instead of taking care of us,[],[],Tell truth using money give away foreign countrys instead taking care us,"['Tell', 'truth', 'using', 'money', 'give', 'away', 'foreign', 'countrys', 'instead', 'taking', 'care', 'us']","[u'tell', u'truth', u'use', u'money', u'give', u'away', u'foreign', u'countri', u'instead', u'take', u'care', 'us']",Tell the truth you're using our money to give away to foreign countrys instead of taking care of us
292,292,1045063055599885_1045152265590964,431918433581020_1045063055599885,,2017-03-22 15:34:28,4,4,0,0,0,0,0,0,They put together a way to take more money from the middle class and move them to poverty.,[],[],put together way take money middle class move poverty,"['put', 'together', 'way', 'take', 'money', 'middle', 'class', 'move', 'poverty']","[u'put', u'togeth', u'way', u'take', u'money', u'middl', u'class', u'move', u'poverti']",They put together a way to take more money from the middle class and move them to poverty.
293,293,1045063055599885_1045142828925241,431918433581020_1045063055599885,,2017-03-22 15:15:55,3,3,0,0,0,0,0,0,Liberals should be eelled from the government for good this time,[],[],Liberals eelled government good time,"['Liberals', 'eelled', 'government', 'good', 'time']","[u'liber', u'eell', u'govern', u'good', u'time']",Liberals should be expelled from the government for good this time
294,294,1045063055599885_1045153582257499,431918433581020_1045063055599885,,2017-03-22 15:37:07,2,2,0,0,0,0,0,0,"exactly Hannah we give away billions, but at home we suffer !",[],[],exactly Hannah give away billions home suffer,"['exactly', 'Hannah', 'give', 'away', 'billions', 'home', 'suffer']","[u'exact', u'hannah', u'give', u'away', u'billion', u'home', u'suffer']","exactly Hannah we give away billions, but at home we suffer !"
295,295,1045063055599885_1045153502257507,431918433581020_1045063055599885,,2017-03-22 15:36:56,2,2,0,0,0,0,0,0,Don't take the money from us in the first place. It is OUR money you are giving away.,[],[],take money us first place money giving away,"['take', 'money', 'us', 'first', 'place', 'money', 'giving', 'away']","[u'take', u'money', 'us', u'first', u'place', u'money', u'give', u'away']",Don't take the money from us in the first place. It is OUR money you are giving away.
296,296,1045063055599885_1045136592259198,431918433581020_1045063055599885,,2017-03-22 15:06:33,2,2,0,0,0,0,0,0,Lol let's sell our airports and roads to private company's to pay for liberal spending.,[],[],Lol let sell airports roads private company pay liberal spending,"['Lol', 'let', 'sell', 'airports', 'roads', 'private', 'company', 'pay', 'liberal', 'spending']","[u'lol', u'let', u'sell', u'airport', u'road', u'privat', u'compani', u'pay', u'liber', u'spend']",Lol let's sell our airports and roads to private company's to pay for liberal spending.
297,297,1045063055599885_1045153552257502,431918433581020_1045063055599885,,2017-03-22 15:37:04,1,1,0,0,0,0,0,0,"can you say ""medical system""? it is a priority as far as I am concerned..........and JOBS",[],[],say medical system priority far concerned JOBS,"['say', 'medical', 'system', 'priority', 'far', 'concerned', 'JOBS']","[u'say', u'medic', u'system', u'prioriti', u'far', u'concern', u'job']","can you say ""medical system""?  it is a priority as far as I am concerned..........and JOBS"
298,298,1045063055599885_1045151018924422,431918433581020_1045063055599885,,2017-03-22 15:31:45,1,1,0,0,0,0,0,0,Hey look those documents are how the liberals are going to destroy Canada further,[],[],Hey look documents liberals going destroy Canada,"['Hey', 'look', 'documents', 'liberals', 'going', 'destroy', 'Canada']","[u'hey', u'look', u'document', u'liber', u'go', u'destroy', u'canada']",Hey look those documents are how the liberals are going to destroy Canada further
299,299,1045063055599885_1045154675590723,431918433581020_1045063055599885,,2017-03-22 15:39:14,1,1,0,0,0,0,0,0,numbers wouldn't mean anything they only fudge them anyway.,[],[],numbers mean anything fudge anyway,"['numbers', 'mean', 'anything', 'fudge', 'anyway']","[u'number', u'mean', u'anyth', u'fudg', u'anyway']",numbers  wouldn't mean anything  they only fudge them anyway.
300,300,1045063055599885_1045154218924102,431918433581020_1045063055599885,,2017-03-22 15:38:13,1,1,0,0,0,0,0,0,always give in one hand take in the other all parties do that never get ahead.,[],[],always give one hand take parties never get ahead,"['always', 'give', 'one', 'hand', 'take', 'parties', 'never', 'get', 'ahead']","[u'alway', u'give', u'one', u'hand', u'take', u'parti', u'never', u'get', u'ahead']",always give in  one hand take in the other all parties do that  never get ahead.
301,301,1045063055599885_1045155812257276,431918433581020_1045063055599885,,2017-03-22 15:40:48,1,1,0,0,0,0,0,0,"""Create the jobs of tomorrow""....haha. they havent created a job yet today",[],[],Create jobs tomorrow haha havent created job yet today,"['Create', 'jobs', 'tomorrow', 'haha', 'havent', 'created', 'job', 'yet', 'today']","[u'creat', u'job', u'tomorrow', u'haha', u'havent', u'creat', u'job', u'yet', u'today']","""Create the jobs of tomorrow""....haha. they havent created a job yet today"
302,302,1045063055599885_1045145532258304,431918433581020_1045063055599885,,2017-03-22 15:20:36,1,1,0,0,0,0,0,0,They sure never wait for their pay and benefits... no matter what they do.,[],[],sure never wait pay benefits matter,"['sure', 'never', 'wait', 'pay', 'benefits', 'matter']","[u'sure', u'never', u'wait', u'pay', u'benefit', u'matter']",They sure never wait for their pay and benefits... no matter what they do.
303,303,1045063055599885_1045154092257448,431918433581020_1045063055599885,,2017-03-22 15:37:57,1,1,0,0,0,0,0,0,We would be paying cents a litre for gasoline if it was taxed %,[],[],would paying cents litre gasoline taxed,"['would', 'paying', 'cents', 'litre', 'gasoline', 'taxed']","[u'would', u'pay', u'cent', u'litr', u'gasolin', u'tax']",We would be paying 45 cents a litre for gasoline if it was taxed 60%
304,304,1045063055599885_1045156898923834,431918433581020_1045063055599885,,2017-03-22 15:42:05,1,1,0,0,0,0,0,0,He says they will help but I know I'll still have to pay full tuition regardless of what anyone here says,[],[],says help know still pay full tuition regardless anyone says,"['says', 'help', 'know', 'still', 'pay', 'full', 'tuition', 'regardless', 'anyone', 'says']","[u'say', u'help', u'know', u'still', u'pay', u'full', u'tuition', u'regardless', u'anyon', u'say']",He says they will help but I know I'll still have to pay full tuition regardless of what anyone here says
305,305,1045063055599885_1045152215590969,431918433581020_1045063055599885,,2017-03-22 15:34:21,0,0,0,0,0,0,0,0,retire with what a service pension small and cpp that may not even be there later ?,[],[],retire service pension small cpp may even later,"['retire', 'service', 'pension', 'small', 'cpp', 'may', 'even', 'later']","[u'retir', u'servic', u'pension', u'small', u'cpp', u'may', u'even', u'later']",retire with what a service  pension  small and cpp that may not even be there later  ?
306,306,1045063055599885_1045189058920618,431918433581020_1045063055599885,1045063055599885_1045152215590969,2017-03-22 16:24:38,0,0,0,0,0,0,0,0,No return to pensions it looks like anytime soon they won't go back this will drag on for ever,[],[],return pensions looks like anytime soon go back drag ever,"['return', 'pensions', 'looks', 'like', 'anytime', 'soon', 'go', 'back', 'drag', 'ever']","[u'return', u'pension', u'look', u'like', u'anytim', u'soon', 'go', u'back', u'drag', u'ever']",No return to pensions it looks like anytime soon they won't go back this will drag on for ever 😡
307,307,1045063055599885_1045139958925528,431918433581020_1045063055599885,,2017-03-22 15:11:57,0,0,0,0,0,0,0,0,"Still clapping, what a bunch of pork barreling. Keep feeding the pigs, they'll come to the trough.",[],[],Still clapping bunch pork barreling Keep feeding pigs come trough,"['Still', 'clapping', 'bunch', 'pork', 'barreling', 'Keep', 'feeding', 'pigs', 'come', 'trough']","[u'still', u'clap', u'bunch', u'pork', u'barrel', u'keep', u'feed', u'pig', u'come', u'trough']","Still clapping, what a bunch of pork barreling. Keep feeding the pigs, they'll come to the trough."
308,308,1045063055599885_1045169492255908,431918433581020_1045063055599885,,2017-03-22 15:55:33,0,0,0,0,0,0,0,0,"Rona Ambrose - transit, uber,alcohol more eensive. Nickel and diming people to death. Lives have sp",[],[],Rona Ambrose transit uber alcohol eensive Nickel diming people death Lives sp,"['Rona', 'Ambrose', 'transit', 'uber', 'alcohol', 'eensive', 'Nickel', 'diming', 'people', 'death', 'Lives', 'sp']","[u'rona', u'ambros', u'transit', u'uber', u'alcohol', u'eensiv', u'nickel', u'dime', u'peopl', u'death', u'live', 'sp']","Rona Ambrose - transit, uber,alcohol more expensive. Nickel and diming people to death. Lives have sp"
309,309,1045063055599885_1045175855588605,431918433581020_1045063055599885,,2017-03-22 16:01:37,0,0,0,0,0,0,0,0,"._ . how to watch the full debate? , conservatives were up ....",[],[],watch full debate conservatives,"['watch', 'full', 'debate', 'conservatives']","[u'watch', u'full', u'debat', u'conserv']","._ . how to watch the full debate? , conservatives were up ...."
310,310,1045063055599885_1045163635589827,431918433581020_1045063055599885,,2017-03-22 15:48:31,0,0,0,0,0,0,0,0,What to automate jobs lets get rid of these goons and vote on every single issue,[],[],automate jobs lets get rid goons vote every single issue,"['automate', 'jobs', 'lets', 'get', 'rid', 'goons', 'vote', 'every', 'single', 'issue']","[u'autom', u'job', u'let', u'get', u'rid', u'goon', u'vote', u'everi', u'singl', u'issu']",What to automate jobs lets get rid of these goons and vote on every single issue
311,311,1045063055599885_1045144602258397,431918433581020_1045063055599885,,2017-03-22 15:18:50,0,0,0,0,0,0,0,0,We'd have to order alot of pizzas to feed everybody in the house,[],[],order alot pizzas feed everybody house,"['order', 'alot', 'pizzas', 'feed', 'everybody', 'house']","[u'order', u'alot', u'pizza', u'feed', u'everybodi', u'hous']",We'd have to order alot of pizzas to feed everybody in the house
312,312,1045063055599885_1045166058922918,431918433581020_1045063055599885,,2017-03-22 15:53:26,0,0,0,0,0,0,0,0,So he is saying the CRA is going to target conservatives just like Obama did.,[],[],saying CRA going target conservatives like Obama,"['saying', 'CRA', 'going', 'target', 'conservatives', 'like', 'Obama']","[u'say', u'cra', u'go', u'target', u'conserv', u'like', u'obama']",So he is saying the CRA is going to target conservatives just like Obama did.
313,313,1045063055599885_1045134215592769,431918433581020_1045063055599885,,2017-03-22 15:02:04,5,5,0,0,0,0,0,0,Are veterans going to receive a medical pension for life to better the quality of life of then and their families?,[],[],veterans going receive medical pension life better quality life families,"['veterans', 'going', 'receive', 'medical', 'pension', 'life', 'better', 'quality', 'life', 'families']","[u'veteran', u'go', u'receiv', u'medic', u'pension', u'life', u'better', u'qualiti', u'life', u'famili']",Are veterans going to receive a medical pension for life to better the quality of life of then and their families?
314,314,1045063055599885_1045169875589203,431918433581020_1045063055599885,,2017-03-22 15:55:59,0,0,0,0,0,0,0,0,I love this and all but unless I write it all down from home I'll never remember half of what he said,[],[],love unless write home never remember half said,"['love', 'unless', 'write', 'home', 'never', 'remember', 'half', 'said']","[u'love', u'unless', u'write', u'home', u'never', u'rememb', u'half', u'said']",I love this and all but unless I write it all down from home I'll never remember half of what he said
315,315,1045063055599885_1045160968923427,431918433581020_1045063055599885,,2017-03-22 15:44:07,0,0,0,0,0,0,0,0,This Congress is so jumpy how about focus on a single topic in a day,[],[],Congress jumpy focus single topic day,"['Congress', 'jumpy', 'focus', 'single', 'topic', 'day']","[u'congress', u'jumpi', u'focus', u'singl', u'topic', u'day']",This Congress is so jumpy how about focus on a single topic  in a day
316,316,1045063055599885_1045164798923044,431918433581020_1045063055599885,,2017-03-22 15:51:15,0,0,0,0,0,0,0,0,What is Motion doesn't it infringe on the charter of rights and freedoms?,[],[],Motion infringe charter rights freedoms,"['Motion', 'infringe', 'charter', 'rights', 'freedoms']","[u'motion', u'infring', u'charter', u'right', u'freedom']",What is Motion 103 doesn't it infringe on the charter of rights and freedoms?
317,317,1045063055599885_1045162622256595,431918433581020_1045063055599885,,2017-03-22 15:46:49,0,0,0,0,0,0,0,0,O ya spend has never been there prob life debt great plan,[],[],ya spend never prob life debt great plan,"['ya', 'spend', 'never', 'prob', 'life', 'debt', 'great', 'plan']","['ya', u'spend', u'never', u'prob', u'life', u'debt', u'great', u'plan']",O ya spend has never been there prob life debt great plan
318,318,1045063055599885_1045156702257187,431918433581020_1045063055599885,,2017-03-22 15:41:46,1,1,0,0,0,0,0,0,Preparing our kids to leave the country and the deficit behind for a better life elsewhere. Brain drain .,[],[],Preparing kids leave country deficit behind better life elsewhere Brain drain,"['Preparing', 'kids', 'leave', 'country', 'deficit', 'behind', 'better', 'life', 'elsewhere', 'Brain', 'drain']","[u'prepar', u'kid', u'leav', u'countri', u'deficit', u'behind', u'better', u'life', u'elsewher', u'brain', u'drain']",Preparing our kids to leave the country and the deficit behind for a better life elsewhere. Brain drain 101.
319,319,1045063055599885_1045161468923377,431918433581020_1045063055599885,,2017-03-22 15:44:59,4,4,0,0,0,0,0,0,"hannah you better buy a lotto ticket, your chances of winning are higher than hearing a straight answer",[],[],hannah better buy lotto ticket chances winning higher hearing straight answer,"['hannah', 'better', 'buy', 'lotto', 'ticket', 'chances', 'winning', 'higher', 'hearing', 'straight', 'answer']","[u'hannah', u'better', u'buy', u'lotto', u'ticket', u'chanc', u'win', u'higher', u'hear', u'straight', u'answer']","hannah you better buy a lotto ticket, your chances of winning are higher than hearing a straight answer"
320,320,1045063055599885_1045138508925673,431918433581020_1045063055599885,,2017-03-22 15:10:03,4,4,0,0,0,0,0,0,its not a wonder nothing gets done. they spend there whole time yelling an clapping,[],[],wonder nothing gets done spend whole time yelling clapping,"['wonder', 'nothing', 'gets', 'done', 'spend', 'whole', 'time', 'yelling', 'clapping']","[u'wonder', u'noth', u'get', u'done', u'spend', u'whole', u'time', u'yell', u'clap']",its not a wonder nothing gets done. they spend there whole time yelling an clapping
321,321,1045063055599885_1045232005582990,431918433581020_1045063055599885,,2017-03-22 17:40:06,0,0,0,0,0,0,0,0,"Bunch of silly kids.Should only have old crocks in the job,real old!",[],[],Bunch silly kids old crocks job real old,"['Bunch', 'silly', 'kids', 'old', 'crocks', 'job', 'real', 'old']","[u'bunch', u'silli', u'kid', u'old', u'crock', u'job', u'real', u'old']","Bunch of silly kids.Should only  have old crocks in the job,real old!"
322,322,1045063055599885_1045161652256692,431918433581020_1045063055599885,,2017-03-22 15:45:19,0,0,0,0,0,0,0,0,What does this after to do with the budget? Or is this more pretty words just to drawn out the bs they actually believe,[],[],budget pretty words drawn bs actually believe,"['budget', 'pretty', 'words', 'drawn', 'bs', 'actually', 'believe']","[u'budget', u'pretti', u'word', u'drawn', 'bs', u'actual', u'believ']",What does this after to do with the budget? Or is this more pretty words just to drawn out the bs they actually believe
323,323,1045063055599885_1045154388924085,431918433581020_1045063055599885,,2017-03-22 15:38:37,3,3,0,0,0,0,0,0,They still havent said how many jobs they have created.....oh...thats right....0 isnt really a number.,[],[],still havent said many jobs created oh thats right isnt really number,"['still', 'havent', 'said', 'many', 'jobs', 'created', 'oh', 'thats', 'right', 'isnt', 'really', 'number']","[u'still', u'havent', u'said', u'mani', u'job', u'creat', 'oh', u'that', u'right', u'isnt', u'realli', u'number']",They still havent said how many jobs they have created.....oh...thats right....0 isnt really a number.
324,324,1045063055599885_1045139772258880,431918433581020_1045063055599885,,2017-03-22 15:11:37,3,3,0,0,0,0,0,0,stalling the liberals vote.. ***important .. not easy to clap that long either,[],[],stalling liberals vote important easy clap long either,"['stalling', 'liberals', 'vote', 'important', 'easy', 'clap', 'long', 'either']","[u'stall', u'liber', u'vote', u'import', u'easi', u'clap', u'long', u'either']",stalling the liberals vote.. ***important .. not easy to clap that long either :)
325,325,1045063055599885_1045145382258319,431918433581020_1045063055599885,,2017-03-22 15:20:28,1,1,0,0,0,0,0,0,"This is how our government runs? Shameful, not very professional by the controlling party!",[],[],government runs Shameful professional controlling party,"['government', 'runs', 'Shameful', 'professional', 'controlling', 'party']","[u'govern', u'run', u'shame', u'profession', u'control', u'parti']","This is how our government runs?  Shameful, not very professional by the controlling party!"
326,326,1045063055599885_1045143765591814,431918433581020_1045063055599885,,2017-03-22 15:17:01,1,1,0,0,0,0,0,0,Time to overthrow this parliament with independent Pirate Party member's...dissolve tgis mess we call a government.,[],[],Time overthrow parliament independent Pirate Party member dissolve tgis mess call government,"['Time', 'overthrow', 'parliament', 'independent', 'Pirate', 'Party', 'member', 'dissolve', 'tgis', 'mess', 'call', 'government']","[u'time', u'overthrow', u'parliament', u'independ', u'pirat', u'parti', u'member', u'dissolv', u'tgis', u'mess', u'call', u'govern']",Time to overthrow this parliament with independent Pirate Party member's...dissolve tgis mess we call a government.
327,327,1045063055599885_1045152422257615,431918433581020_1045063055599885,,2017-03-22 15:34:44,2,2,0,0,0,0,0,0,......and the middle class get f**ked over the worst. All my CPP has been handed out to some b.s. country as foreign aid.,[],[],middle class get ked worst CPP handed country foreign aid,"['middle', 'class', 'get', 'ked', 'worst', 'CPP', 'handed', 'country', 'foreign', 'aid']","[u'middl', u'class', u'get', u'ked', u'worst', u'cpp', u'hand', u'countri', u'foreign', u'aid']",......and the middle class get f**ked over the worst. All my CPP has been handed out to some b.s. country as foreign aid.
328,328,1045063055599885_1045169475589243,431918433581020_1045063055599885,,2017-03-22 15:55:31,0,0,0,0,0,0,0,0,Your Money Matters - Government of Canada could you in future broadcasts increase your microphone volume?,[],[],Money Matters Government Canada could future broadcasts increase microphone volume,"['Money', 'Matters', 'Government', 'Canada', 'could', 'future', 'broadcasts', 'increase', 'microphone', 'volume']","[u'money', u'matter', u'govern', u'canada', u'could', u'futur', u'broadcast', u'increas', u'microphon', u'volum']",Your Money Matters - Government of Canada could you in future broadcasts increase your microphone volume?
329,329,1045063055599885_1045141582258699,431918433581020_1045063055599885,,2017-03-22 15:14:01,0,0,0,0,0,0,0,0,"Lol orderrrr, ""im a rebel I'll clap for more seconds"".",[],[],Lol orderrrr im rebel clap seconds,"['Lol', 'orderrrr', 'im', 'rebel', 'clap', 'seconds']","[u'lol', u'orderrrr', 'im', u'rebel', u'clap', u'second']","Lol orderrrr, ""im a rebel I'll clap for 15 more seconds""."
330,330,1045063055599885_1045140532258804,431918433581020_1045063055599885,,2017-03-22 15:12:59,2,2,0,0,0,0,0,0,Right on > Keeping the liberals from more thievery! here here!,[],[],Right Keeping liberals thievery,"['Right', 'Keeping', 'liberals', 'thievery']","[u'right', u'keep', u'liber', u'thieveri']",Right on > Keeping the liberals from more thievery! here here!
331,331,1045063055599885_1045163832256474,431918433581020_1045063055599885,,2017-03-22 15:49:10,0,0,0,0,0,0,0,0,"Hmmmm, $11 billion. Wonder where that is coming from....Higher taxes.",[],[],Hmmmm 11 billion Wonder coming Higher taxes,"['Hmmmm', '11', 'billion', 'Wonder', 'coming', 'Higher', 'taxes']","[u'hmmmm', '11', u'billion', u'wonder', u'come', u'higher', u'tax']","Hmmmm, $11 billion. Wonder where that is coming from....Higher taxes."
